,Label,Model,Year,HP,Min cost,Max cost
2267,Honda,Pilot,2018,280,28.865,40.004
2268,Volvo,S60,2014,250,13.611,21.304
2269,Volvo,S90,2018,250,31.7,44.808
2270,Volvo,S80,2011,240,7.951,8.766
2271,Volvo,V50,2007,168,4.695,9.257
2272,Chevrolet,Silverado HD,2010,312,12.807,26.72
2273,Ford,Focus,2009,132,4.742,5.485
2274,Volvo,S60,2021,250,38.95,64.8
2275,Volvo,S80,2012,240,9.784,18.955
2276,Volvo,XC60,2013,240,13.149,18.377
2277,Volvo,S90,2017,250,27.562,32.672
2278,Volvo,S90,2018,250,31.7,44.808
2279,Volvo,S80,2010,235,7.12,11.977
2280,Volvo,S60,2020,250,36.077,59.959
2281,Volvo,S60,2013,250,10.571,15.494
2282,Honda,Pilot,2017,280,26.612,37.421
2283,Ford,Focus,2008,132,4.207,4.381
2284,Chevrolet,Silverado HD,2009,312,13.685,26.077
2285,Volvo,S80,2011,240,7.951,8.766
2286,Audi,R8,2021,532,170.901,233.847
2287,Volvo,S60,2020,250,36.077,59.959
2288,Volvo,XC60,2012,240,10.614,15.609
2289,Volvo,S80,2009,235,7.311,9.946
2290,Volvo,S90,2017,250,27.562,32.672
2291,Volvo,V90,2021,250,51.8,57.8
2292,Volvo,S60,2019,250,32.329,45.676
2293,Ford,Focus,2007,130,3.61,4.737
2294,Volvo,S60,2012,250,8.816,13.352
2295,Volvo,S80,2010,235,7.12,11.977
2296,Chevrolet,Silverado HD,2008,312,11.093,26.445
2297,Honda,Pilot,2016,280,24.024,32.471
2298,Volvo,XC60,2011,240,8.446,17.83
2299,Volvo,S60,2019,250,32.329,45.676
2300,Audi,R8,2020,562,187.455,217.519
2301,Volvo,XC90,2021,250,49,70.25
2302,Volvo,S80,2008,235,5.316,7.192
2303,BMW,X5,2021,282,64.717,117.969
2304,Volvo,V90,2020,250,53.385,57.836
2305,Volvo,V50,2011,227,7.933,13.439
2306,Volvo,S60,2011,300,9.331,9.438
2307,Volvo,S60,2018,240,24.745,45.333
2308,Ford,Focus Electric,2015,143,11.924,11.924
2309,Chevrolet,Sonic,2020,138,16.72,21.52
2310,Volvo,S80,2009,235,7.311,9.946
2311,Volvo,V60,2021,250,40.95,67.3
2312,Honda,Pilot,2015,250,20.536,26.736
2313,Volvo,XC60,2010,235,7.706,8.997
2314,Volvo,S80,2007,235,4.437,4.7
2315,Audi,R8,2018,532,138.26,159.269
2316,Volvo,S60,2018,240,24.745,45.333
2317,Volvo,V90,2019,250,45.275,51.926
2318,BMW,X5,2020,335,62.801,127.592
2319,Volvo,V50,2010,168,6.677,9.334
2320,Volvo,XC90,2020,250,50.521,74.401
2321,Volvo,S60,2017,240,22.319,40.358
2322,Volvo,S60,2009,208,6.712,7.449
2323,Honda,Pilot,2014,250,17.814,22.462
2324,Volvo,S80,2008,235,5.316,7.192
2325,Volvo,V50,2011,227,7.933,13.439
2326,Volvo,V60,2020,250,40.331,64.247
2327,Chevrolet,Sonic,2019,138,15.864,19.524
2328,Volvo,XC70,2016,240,20.219,28.501
2329,Ford,Focus Electric,2014,143,8.234,8.234
2330,Volvo,S60,2017,240,22.319,40.358
2331,Volvo,S60,2008,208,6.079,11.501
2332,Volvo,V50,2009,168,6.531,7.726
2333,Volvo,V90,2018,250,37.721,49.421
2334,BMW,X5,2019,335,58.824,72.125
2335,Audi,R8,2017,540,132.641,142.526
2336,Volvo,V50,2010,168,6.677,9.334
2337,Volvo,S80,2007,235,4.437,4.7
2338,Volvo,S60,2016,240,17.64,33.232
2339,Volvo,XC90,2019,250,45.254,91.24
2340,Ford,Focus Electric,2013,143,8.109,8.109
2341,Volvo,V60,2019,250,35.812,45.395
2342,Honda,Pilot,2013,250,15.6,19.94
2343,Volvo,XC70,2015,240,19.331,28.847
2344,Volvo,S60,2016,240,17.64,33.232
2345,Volvo,V50,2008,168,6.045,11.052
2346,Chevrolet,Sonic,2018,138,14.054,17.852
2347,Volvo,V50,2009,168,6.531,7.726
2348,Audi,R8,2015,430,85.668,128.225
2349,Volvo,S60,2007,208,4.637,10.738
2350,Volvo,XC90,2018,250,38.655,86.112
2351,Volvo,S60,2015,240,15.161,23.433
2352,BMW,X5,2018,255,44.293,75.119
2353,Ford,Fusion,2020,175,23.281,30.098
2354,Volvo,V50,2007,168,4.695,9.257
2355,Volvo,XC70,2014,240,15.51,21.968
2356,Volvo,V50,2008,168,6.045,11.052
2357,Volvo,V60,2018,240,27.467,47.054
2358,Volvo,S60,2015,240,15.161,23.433
2359,Chevrolet,Sonic,2017,138,12.552,15.965
2360,Honda,Pilot,2012,250,12.953,16.923
2361,Volvo,S90,2021,313,51.55,60.05
2362,Volvo,XC90,2017,250,32.064,68.319
2363,Volvo,S60,2014,250,13.611,21.304
2364,Audi,R8,2014,430,66.395,103.705
2365,BMW,X5,2017,255,36.98,61.54
2366,Ford,Fusion,2019,175,21.258,30.683
2367,Volvo,V60,2017,240,21.256,40.741
2368,Volvo,V50,2007,168,4.695,9.257
2369,Volvo,S60,2014,250,13.611,21.304
2370,Chevrolet,Sonic,2016,138,10.666,14.627
2371,Volvo,XC70,2013,240,14.281,19.367
2372,Volvo,XC90,2016,250,30.152,40.679
2373,Honda,Pilot,2011,250,11.497,14.695
2374,Volvo,S90,2021,313,51.55,60.05
2375,BMW,X5,2016,255,31.042,52.143
2376,Volvo,S90,2020,313,43.346,62.38
2377,Volvo,S60,2013,250,10.571,15.494
2378,Volvo,V60,2016,240,17.642,34.402
2379,Audi,R8,2012,430,47.101,68.6
2380,Volvo,XC40,2021,187,33.7,53.99
2381,Volvo,S80,2016,240,19.567,21.785
2382,Volvo,XC90,2014,240,16.967,20.627
2383,Chevrolet,Sonic,2015,138,9.191,12.586
2384,Volvo,XC70,2012,240,11.056,14.527
2385,Honda,Pilot,2010,250,10.135,12.601
2386,Ford,Fusion,2018,175,19.43,27.523
2387,Volvo,S60,2013,250,10.571,15.494
2388,Volvo,S60,2012,250,8.816,13.352
2389,Volvo,V60,2015,240,17.156,27.586
2390,Volvo,S90,2020,313,43.346,62.38
2391,Volvo,S90,2019,250,37.158,52.288
2392,Volvo,XC40,2020,187,36.446,45.116
2393,BMW,X5,2015,255,28.404,47.549
2394,Audi,R8,2010,420,42.567,65.591
2395,Volvo,XC90,2013,240,13.701,18.34
2396,Volvo,XC70,2011,240,8.359,13.076
2397,Volvo,S60,2012,250,8.816,13.352
2398,Volvo,S80,2015,240,16.808,27.42
2399,Volvo,V60,2021,250,40.95,67.3
2400,Chevrolet,Sonic,2014,138,8.013,11.002
2401,Honda,Pilot,2009,250,8.103,10.165
2402,Volvo,S60,2011,300,9.331,9.438
2403,Ford,Fusion,2017,175,18.058,24.776
2404,Volvo,XC40,2019,187,35.389,40.872
2405,Volvo,S90,2019,250,37.158,52.288
2406,Volvo,S90,2018,250,31.7,44.808
2407,Audi,R8,2009,420,38.596,39.489
2408,Volvo,V60,2021,250,40.95,67.3
2409,Volvo,XC90,2012,240,12.265,17.342
2410,Volvo,S80,2014,240,14.931,18.694
2411,Volvo,XC70,2010,235,8.847,13.625
2412,BMW,X5,2014,255,23.327,27.309
2413,Volvo,V60,2020,250,40.331,64.247
2414,Chevrolet,Sonic,2013,138,6.659,8.549
2415,Volvo,S60,2011,300,9.331,9.438
2416,Ford,Fusion,2016,175,15.871,20.416
2417,Volvo,S60,2009,208,6.712,7.449
2418,Volvo,S90,2017,250,27.562,32.672
2419,Volvo,V70,2010,235,6.972,12.475
2420,Volvo,S90,2018,250,31.7,44.808
2421,Honda,Pilot,2008,244,7.472,9.223
2422,Audi,R8,2008,420,30.549,32.728
2423,Volvo,XC70,2009,235,8.234,14.194
2424,Volvo,V60,2020,250,40.331,64.247
2425,BMW,X5,2013,265,15.63,18.243
2426,Volvo,S80,2013,240,12.14,15.232
2427,Volvo,XC90,2011,235,8.936,10.75
2428,Volvo,S60,2008,208,6.079,11.501
2429,Volvo,S60,2009,208,6.712,7.449
2430,Volvo,V70,2008,235,6.03,6.03
2431,Volvo,V60,2019,250,35.812,45.395
2432,Ford,Fusion,2015,175,14.458,17.724
2433,Chevrolet,Sonic,2012,138,5.97,7.41
2434,Volvo,S90,2017,250,27.562,32.672
2435,Honda,Pilot,2007,244,6.928,7.848
2436,BMW,X5,2012,265,14.013,16.702
2437,Volvo,XC70,2008,235,5.933,5.957
2438,Volvo,S80,2012,240,9.784,18.955
2439,Volvo,V60,2019,250,35.812,45.395
2440,Volvo,S60,2008,208,6.079,11.501
2441,Volvo,S60,2007,208,4.637,10.738
2442,Volvo,XC90,2010,235,8.662,15.11
2443,Ford,Fusion,2014,175,13.065,16.237
2444,Volvo,V60,2018,240,27.467,47.054
2445,BMW,X5,2011,265,11.457,12.68
2446,Volvo,S80,2011,240,7.951,8.766
2447,Volvo,V50,2011,227,7.933,13.439
2448,Volvo,V60,2018,240,27.467,47.054
2449,Volvo,S60,2007,208,4.637,10.738
2450,Volvo,XC90,2009,235,7.267,16.416
2451,Ford,Fusion,2013,170,10.65,13.346
2452,Volvo,V50,2011,227,7.933,13.439
2453,BMW,X5,2010,260,10.231,10.756
2454,Volvo,V60,2017,240,21.256,40.741
2455,Chevrolet,Spark,2021,98,16.082,19.59
2456,Volvo,S80,2010,235,7.12,11.977
2457,Volvo,XC90,2008,235,6.557,14.438
2458,Volvo,V50,2010,168,6.677,9.334
2459,Volvo,V60,2017,240,21.256,40.741
2460,Ford,Fusion,2012,175,8.139,10.006
2461,Volvo,V50,2010,168,6.677,9.334
2462,BMW,X5,2009,260,8.289,8.628
2463,Volvo,S80,2009,235,7.311,9.946
2464,Volvo,V90,2021,250,51.8,57.8
2465,Honda,Ridgeline,2021,280,36.49,43.92
2466,Volvo,XC90,2007,235,5.328,9.528
2467,Volvo,V60,2016,240,17.642,34.402
2468,Chevrolet,Spark,2020,98,15.771,18.565
2469,Volvo,V50,2009,168,6.531,7.726
2470,Volvo,XC90,2021,250,49,70.25
2471,Volvo,V60,2016,240,17.642,34.402
2472,Volvo,S80,2016,240,19.567,21.785
2473,Volvo,V50,2009,168,6.531,7.726
2474,Volvo,S80,2016,240,19.567,21.785
2475,Ford,Fusion,2011,175,6.671,8.276
2476,BMW,X5,2008,260,7.573,7.942
2477,Volvo,V90,2020,250,53.385,57.836
2478,Volvo,S80,2008,235,5.316,7.192
2479,Volvo,V60,2015,240,17.156,27.586
2480,Volvo,V50,2008,168,6.045,11.052
2481,Volvo,C30,2013,227,11.945,16.953
2482,Honda,Ridgeline,2020,280,36.819,46.388
2483,Volvo,XC90,2020,250,50.521,74.401
2484,Volvo,XC60,2021,250,41.7,69.5
2485,Volvo,S80,2015,240,16.808,27.42
2486,Volvo,V60,2015,240,17.156,27.586
2487,Volvo,S80,2015,240,16.808,27.42
2488,Chevrolet,Spark,2019,98,14.629,17.025
2489,Volvo,V50,2008,168,6.045,11.052
2490,Ford,Fusion,2010,175,6.286,7.849
2491,Volvo,S80,2007,235,4.437,4.7
2492,BMW,X5,2007,260,6.257,6.495
2493,Volvo,V50,2007,168,4.695,9.257
2494,Volvo,V90,2019,250,45.275,51.926
2495,Volvo,C30,2012,227,10.712,14.574
2496,Honda,Ridgeline,2019,280,31.015,43.013
2497,Volvo,S80,2014,240,14.931,18.694
2498,Volvo,XC90,2019,250,45.254,91.24
2499,Volvo,V50,2007,168,4.695,9.257
2500,Volvo,S80,2014,240,14.931,18.694
2501,Volvo,XC60,2020,250,42.976,67.92
2502,Volvo,C30,2011,227,8.487,14.478
2503,Ford,Fusion,2009,160,5.129,6.222
2504,Chevrolet,Spark,2018,98,12.746,15.535
2505,Volvo,V90,2018,250,37.721,49.421
2506,Volvo,V70,2010,235,6.972,12.475
2507,Volvo,V70,2010,235,6.972,12.475
2508,Volvo,S80,2013,240,12.14,15.232
2509,Volvo,S80,2013,240,12.14,15.232
2510,Volvo,XC60,2019,250,38.215,52.342
2511,Volvo,XC90,2018,250,38.655,86.112
2512,Honda,Ridgeline,2018,280,27.906,40.079
2513,Volvo,C30,2010,227,7.183,8.057
2514,Chevrolet,Spark,2017,98,11.687,14.19
2515,Ford,Fusion,2008,160,4.3,4.809
2516,Volvo,V70,2008,235,6.03,6.03
2517,Volvo,XC60,2018,250,37.223,49.733
2518,Volvo,S80,2012,240,9.784,18.955
2519,Volvo,V70,2008,235,6.03,6.03
2520,Volvo,C30,2009,227,6.682,10.62
2521,Volvo,XC90,2017,250,32.064,68.319
2522,Volvo,S80,2012,240,9.784,18.955
2523,Volvo,S90,2021,313,51.55,60.05
2524,Honda,Ridgeline,2017,280,26.761,36.082
2525,Volvo,C30,2008,227,3.582,8.016
2526,Volvo,S80,2011,240,7.951,8.766
2527,Volvo,XC60,2017,240,26.016,31.718
2528,Volvo,S80,2011,240,7.951,8.766
2529,Chevrolet,Spark,2016,140,10.016,14.846
2530,Volvo,V60,2021,250,40.95,67.3
2531,Volvo,V60,2021,250,40.95,67.3
2532,Volvo,XC90,2016,250,30.152,40.679
2533,Volvo,S90,2020,313,43.346,62.38
2534,Honda,Ridgeline,2014,250,20.751,25.64
2535,Volvo,XC40,2021,187,33.7,53.99
2536,Volvo,XC60,2016,240,19.291,30.378
2537,Volvo,V60,2020,250,40.331,64.247
2538,Ford,Fusion Energi,2020,141,37,37
2539,BMW,X6,2021,335,65.05,108.6
2540,Volvo,S80,2010,235,7.12,11.977
2541,Chevrolet,Spark,2015,84,9.035,11.013
2542,Volvo,S80,2010,235,7.12,11.977
2543,Volvo,XC90,2014,240,16.967,20.627
2544,Volvo,V60,2020,250,40.331,64.247
2545,Honda,Ridgeline,2013,250,19.313,24.151
2546,Volvo,XC40,2020,187,36.446,45.116
2547,Volvo,S90,2019,250,37.158,52.288
2548,Volvo,V60,2019,250,35.812,45.395
2549,Volvo,V90,2021,250,51.8,57.8
2550,Volvo,S80,2009,235,7.311,9.946
2551,Volvo,V90,2021,250,51.8,57.8
2552,Volvo,XC60,2015,240,16.99,24.923
2553,Volvo,S80,2009,235,7.311,9.946
2554,BMW,X6,2020,567,106.529,126.742
2555,Volvo,V60,2019,250,35.812,45.395
2556,Ford,Fusion Energi,2019,188,26.15,26.15
2557,Chevrolet,Spark,2014,84,7.702,9.124
2558,Volvo,XC90,2013,240,13.701,18.34
2559,Volvo,XC40,2019,187,35.389,40.872
2560,Volvo,S90,2018,250,31.7,44.808
2561,Volvo,V90,2020,250,53.385,57.836
2562,Honda,Ridgeline,2012,250,16.759,20.421
2563,Volvo,V90,2020,250,53.385,57.836
2564,Volvo,XC60,2014,240,15.073,20.872
2565,BMW,X6,2019,300,54.969,86.207
2566,Volvo,S80,2008,235,5.316,7.192
2567,Volvo,S80,2008,235,5.316,7.192
2568,Volvo,V60,2018,240,27.467,47.054
2569,Chevrolet,Spark,2013,84,6.55,7.527
2570,Ford,Fusion Energi,2018,188,22.641,26.806
2571,Volvo,V60,2018,240,27.467,47.054
2572,Volvo,XC90,2012,240,12.265,17.342
2573,Volvo,V90,2019,250,45.275,51.926
2574,Volvo,V90,2019,250,45.275,51.926
2575,Volvo,S90,2017,250,27.562,32.672
2576,Volvo,S80,2007,235,4.437,4.7
2577,Volvo,XC60,2013,240,13.149,18.377
2578,Volvo,S80,2007,235,4.437,4.7
2579,Honda,Ridgeline,2011,250,13.249,16.675
2580,Volvo,C70,2013,227,16.427,21.555
2581,BMW,X6,2018,300,52.684,76.669
2582,Volvo,XC90,2011,235,8.936,10.75
2583,Volvo,V60,2017,240,21.256,40.741
2584,Chevrolet,SS,2017,415,44.441,44.441
2585,Volvo,V90,2018,250,37.721,49.421
2586,Volvo,V60,2017,240,21.256,40.741
2587,Ford,Fusion Energi,2017,188,20.473,23.794
2588,Volvo,XC60,2012,240,10.614,15.609
2589,Honda,Ridgeline,2010,250,12.461,15.345
2590,Volvo,V90,2018,250,37.721,49.421
2591,Volvo,C70,2012,227,12.77,13.741
2592,Volvo,XC90,2010,235,8.662,15.11
2593,BMW,X6,2017,300,42.597,62.373
2594,Volvo,V60,2016,240,17.642,34.402
2595,Chevrolet,SS,2016,415,42.805,42.805
2596,Volvo,V50,2011,227,7.933,13.439
2597,Volvo,XC60,2011,240,8.446,17.83
2598,Volvo,V60,2016,240,17.642,34.402
2599,Ford,Fusion Energi,2016,188,17.913,18.987
2600,Volvo,XC90,2009,235,7.267,16.416
2601,Honda,Ridgeline,2009,250,10.777,13.411
2602,Volvo,C70,2011,227,9.84,9.84
2603,Volvo,V50,2010,168,6.677,9.334
2604,BMW,X6,2016,300,38.816,54.749
2605,Volvo,V60,2015,240,17.156,27.586
2606,Chevrolet,SS,2015,415,39.602,39.602
2607,Ford,Fusion Energi,2015,188,15.286,16.159
2608,Volvo,XC60,2010,235,7.706,8.997
2609,Volvo,S90,2021,313,51.55,60.05
2610,Volvo,S90,2021,313,51.55,60.05
2611,Volvo,V50,2009,168,6.531,7.726
2612,BMW,X6,2015,300,32.505,49.097
2613,Volvo,XC90,2008,235,6.557,14.438
2614,Volvo,V60,2015,240,17.156,27.586
2615,Volvo,C70,2010,227,8.922,9.894
2616,Honda,Ridgeline,2008,247,9.883,11.824
2617,Volvo,XC40,2021,187,33.7,53.99
2618,Volvo,XC40,2021,187,33.7,53.99
2619,Chevrolet,SS,2014,415,32.26,32.26
2620,Ford,Fusion Energi,2014,188,14.659,15.682
2621,Volvo,XC70,2016,240,20.219,28.501
2622,Volvo,S90,2020,313,43.346,62.38
2623,Volvo,C70,2009,227,8.514,8.653
2624,Volvo,V50,2008,168,6.045,11.052
2625,Volvo,S90,2020,313,43.346,62.38
2626,Volvo,XC90,2007,235,5.328,9.528
2627,Honda,S2000,2009,237,10.102,26.032
2628,BMW,X6,2014,300,28.031,35.996
2629,Volvo,V70,2010,235,6.972,12.475
2630,Volvo,XC40,2020,187,36.446,45.116
2631,Volvo,XC70,2015,240,19.331,28.847
2632,Volvo,XC40,2020,187,36.446,45.116
2633,Volvo,XC60,2021,250,41.7,69.5
2634,Volvo,S90,2019,250,37.158,52.288
2635,Volvo,C70,2008,227,6.196,7.086
2636,Volvo,V50,2007,168,4.695,9.257
2637,Volvo,C30,2013,227,11.945,16.953
2638,Volvo,S90,2019,250,37.158,52.288
2639,Ford,Fusion Energi,2013,188,12.885,13.473
2640,Volvo,V70,2010,235,6.972,12.475
2641,Honda,S2000,2008,237,10.479,24.337
2642,Volvo,V70,2008,235,6.03,6.03
2643,BMW,X6,2013,300,22.53,22.792
2644,Volvo,XC40,2019,187,35.389,40.872
2645,Volvo,XC70,2014,240,15.51,21.968
2646,Volvo,XC40,2019,187,35.389,40.872
2647,Volvo,C30,2012,227,10.712,14.574
2648,Volvo,S90,2018,250,31.7,44.808
2649,Volvo,XC60,2020,250,42.976,67.92
2650,BMW,X6,2012,300,19.637,20.172
2651,Volvo,S90,2018,250,31.7,44.808
2652,Volvo,V70,2008,235,6.03,6.03
2653,Volvo,XC70,2013,240,14.281,19.367
2654,Ford,Fusion Hybrid,2020,141,28,34.595
2655,Volvo,S40,2011,227,7.053,12.446
2656,Honda,S2000,2007,237,21.139,21.139
2657,Volvo,S90,2017,250,27.562,32.672
2658,Volvo,C30,2011,227,8.487,14.478
2659,Volvo,XC60,2019,250,38.215,52.342
2660,Volvo,XC70,2012,240,11.056,14.527
2661,BMW,X6,2011,300,15.707,48.515
2662,Volvo,S90,2017,250,27.562,32.672
2663,Volvo,S40,2010,168,5.831,10.031
2664,Chevrolet,Suburban,2021,277,52.3,75.4
2665,Volvo,C30,2013,227,11.945,16.953
2666,Ford,Fusion Hybrid,2019,188,22.836,25.733
2667,Volvo,C30,2010,227,7.183,8.057
2668,Volvo,S40,2009,168,5.974,7.021
2669,Volvo,XC70,2011,240,8.359,13.076
2670,BMW,X6,2010,300,14.482,14.508
2671,Volvo,XC60,2018,250,37.223,49.733
2672,Volvo,C30,2012,227,10.712,14.574
2673,Volvo,V60,2021,250,40.95,67.3
2674,Volvo,V90,2021,250,51.8,57.8
2675,Volvo,C30,2009,227,6.682,10.62
2676,Chevrolet,Suburban,2020,355,54.602,73.92
2677,Ford,Fusion Hybrid,2018,188,19.587,26.167
2678,Volvo,V50,2011,227,7.933,13.439
2679,Volvo,S40,2008,168,4.29,8.736
2680,Volvo,XC70,2010,235,8.847,13.625
2681,Volvo,XC60,2017,240,26.016,31.718
2682,BMW,X6,2009,300,11.625,12.422
2683,Volvo,V90,2021,250,51.8,57.8
2684,Volvo,C30,2011,227,8.487,14.478
2685,Volvo,V50,2011,227,7.933,13.439
2686,Volvo,C30,2008,227,3.582,8.016
2687,Volvo,V60,2020,250,40.331,64.247
2688,Volvo,V50,2010,168,6.677,9.334
2689,Volvo,S40,2007,168,4.533,7.939
2690,Audi,TT,2021,220,54.222,79.834
2691,Chevrolet,Suburban,2019,355,50.351,68.663
2692,Volvo,V90,2020,250,53.385,57.836
2693,Volvo,XC70,2009,235,8.234,14.194
2694,Volvo,XC60,2016,240,19.291,30.378
2695,Volvo,V90,2020,250,53.385,57.836
2696,Volvo,C30,2010,227,7.183,8.057
2697,Ford,Fusion Hybrid,2017,188,18.426,22.506
2698,Volvo,V50,2010,168,6.677,9.334
2699,Volvo,V60,2019,250,35.812,45.395
2700,Volvo,V50,2009,168,6.531,7.726
2701,Volvo,XC60,2015,240,16.99,24.923
2702,Volvo,V90,2019,250,45.275,51.926
2703,Volvo,XC70,2008,235,5.933,5.957
2704,Volvo,V90,2019,250,45.275,51.926
2705,Audi,TT,2020,220,48.512,71.48
2706,Chevrolet,Suburban,2018,355,46,59.161
2707,Volvo,V50,2009,168,6.531,7.726
2708,Volvo,C30,2009,227,6.682,10.62
2709,Volvo,XC60,2021,250,41.7,69.5
2710,Volvo,V50,2008,168,6.045,11.052
2711,Volvo,XC60,2021,250,41.7,69.5
2712,Ford,Fusion Hybrid,2016,188,15.866,18.772
2713,Volvo,XC60,2014,240,15.073,20.872
2714,Volvo,V60,2018,240,27.467,47.054
2715,Volvo,V90,2018,250,37.721,49.421
2716,Volvo,V90,2018,250,37.721,49.421
2717,Volvo,C30,2008,227,3.582,8.016
2718,Volvo,V50,2008,168,6.045,11.052
2719,Audi,TT,2019,220,42.644,71.65
2720,Chevrolet,Suburban,2017,355,40.788,53.7
2721,Volvo,V50,2007,168,4.695,9.257
2722,Volvo,XC60,2020,250,42.976,67.92
2723,Volvo,XC60,2020,250,42.976,67.92
2724,Volvo,V60,2017,240,21.256,40.741
2725,Volvo,XC60,2013,240,13.149,18.377
2726,Volvo,S60,2021,250,38.95,64.8
2727,Volvo,V50,2007,168,4.695,9.257
2728,Ford,Fusion Hybrid,2015,188,15.184,16.992
2729,Audi,TT,2018,220,38.61,59.175
2730,Volvo,XC60,2019,250,38.215,52.342
2731,Volvo,S60,2020,250,36.077,59.959
2732,Volvo,C70,2013,227,16.427,21.555
2733,Volvo,XC60,2019,250,38.215,52.342
2734,Volvo,XC60,2012,240,10.614,15.609
2735,Volvo,V60,2016,240,17.642,34.402
2736,Chevrolet,Suburban,2016,355,37.183,46.943
2737,Ford,Fusion Hybrid,2014,188,13.355,15.32
2738,Audi,TT,2017,220,34.812,39.102
2739,Volvo,XC90,2021,250,49,70.25
2740,Volvo,XC60,2018,250,37.223,49.733
2741,Volvo,XC60,2011,240,8.446,17.83
2742,Volvo,C70,2012,227,12.77,13.741
2743,Volvo,V60,2015,240,17.156,27.586
2744,Volvo,XC60,2018,250,37.223,49.733
2745,BMW,X7,2021,335,74.9,141.3
2746,Volvo,S60,2019,250,32.329,45.676
2747,Chevrolet,Suburban,2015,355,31.614,41.636
2748,Volvo,XC40,2021,187,33.7,53.99
2749,Ford,Fusion Hybrid,2013,N/A,11.28,12.284
2750,Volvo,XC40,2021,187,33.7,53.99
2751,Volvo,C70,2011,227,9.84,9.84
2752,Volvo,XC60,2010,235,7.706,8.997
2753,Audi,TT,2016,220,29.985,32.575
2754,Volvo,XC90,2020,250,50.521,74.401
2755,Volvo,XC60,2017,240,26.016,31.718
2756,Volvo,XC60,2017,240,26.016,31.718
2757,Volvo,V60,2021,250,40.95,67.3
2758,BMW,X7,2020,335,82.681,105.295
2759,Volvo,S60,2018,240,24.745,45.333
2760,Volvo,XC40,2020,187,36.446,45.116
2761,Volvo,XC90,2019,250,45.254,91.24
2762,Chevrolet,Suburban,2014,320,25.316,31.56
2763,Ford,Fusion Hybrid,2012,N/A,8.321,8.321
2764,Volvo,XC40,2020,187,36.446,45.116
2765,Volvo,XC60,2016,240,19.291,30.378
2766,Volvo,XC70,2016,240,20.219,28.501
2767,Volvo,C70,2010,227,8.922,9.894
2768,Volvo,XC60,2016,240,19.291,30.378
2769,Audi,TT,2015,211,23.42,28.595
2770,Volvo,V60,2021,250,40.95,67.3
2771,Volvo,C70,2013,227,16.427,21.555
2772,Volvo,XC40,2019,187,35.389,40.872
2773,Volvo,S60,2017,240,22.319,40.358
2774,BMW,X7,2019,335,79.718,91.874
2775,Volvo,V60,2020,250,40.331,64.247
2776,Volvo,XC90,2018,250,38.655,86.112
2777,Volvo,V70,2010,235,6.972,12.475
2778,Volvo,XC70,2015,240,19.331,28.847
2779,Volvo,C70,2009,227,8.514,8.653
2780,Volvo,XC60,2015,240,16.99,24.923
2781,Volvo,XC40,2019,187,35.389,40.872
2782,Ford,Fusion Hybrid,2011,156,7.153,7.153
2783,Volvo,XC60,2015,240,16.99,24.923
2784,Chevrolet,Suburban,2013,320,18.64,31.532
2785,Volvo,S60,2016,240,17.64,33.232
2786,Audi,TT,2014,211,21.904,26.382
2787,Volvo,C70,2012,227,12.77,13.741
2788,Volvo,XC90,2017,250,32.064,68.319
2789,Volvo,V60,2019,250,35.812,45.395
2790,Volvo,V60,2020,250,40.331,64.247
2791,Volvo,C70,2008,227,6.196,7.086
2792,Volvo,V70,2008,235,6.03,6.03
2793,Volvo,XC70,2014,240,15.51,21.968
2794,Volvo,XC60,2014,240,15.073,20.872
2795,Volvo,XC60,2014,240,15.073,20.872
2796,Ford,Fusion Hybrid,2010,156,7.066,7.066
2797,Audi,TT,2013,211,18.867,34.118
2798,Volvo,C70,2011,227,9.84,9.84
2799,Volvo,S60,2015,240,15.161,23.433
2800,Chevrolet,Suburban,2012,320,15.694,27.174
2801,Volvo,XC90,2016,250,30.152,40.679
2802,Volvo,V60,2018,240,27.467,47.054
2803,Volvo,XC70,2013,240,14.281,19.367
2804,Volvo,XC60,2013,240,13.149,18.377
2805,Volvo,C70,2010,227,8.922,9.894
2806,Volvo,S60,2014,250,13.611,21.304
2807,Volvo,XC60,2013,240,13.149,18.377
2808,Volvo,V60,2019,250,35.812,45.395
2809,Audi,TT,2012,211,14.639,18.89
2810,Volvo,XC90,2014,240,16.967,20.627
2811,Volvo,XC70,2012,240,11.056,14.527
2812,Chevrolet,Suburban,2011,320,14.675,26.753
2813,Volvo,S40,2011,227,7.053,12.446
2814,Volvo,V60,2017,240,21.256,40.741
2815,Volvo,C70,2009,227,8.514,8.653
2816,BMW,Z4,2021,255,49.7,63.7
2817,Volvo,S60,2013,250,10.571,15.494
2818,Volvo,XC60,2012,240,10.614,15.609
2819,Volvo,XC60,2012,240,10.614,15.609
2820,Volvo,V60,2018,240,27.467,47.054
2821,Volvo,XC90,2013,240,13.701,18.34
2822,Volvo,S40,2010,168,5.831,10.031
2823,Volvo,XC70,2011,240,8.359,13.076
2824,Audi,TT,2011,211,11.988,15.171
2825,Volvo,C70,2008,227,6.196,7.086
2826,Volvo,V60,2016,240,17.642,34.402
2827,Volvo,S60,2012,250,8.816,13.352
2828,Chevrolet,Suburban,2010,320,13.096,18.848
2829,Volvo,V90,2021,250,51.8,57.8
2830,BMW,Z4,2020,255,55.603,67.841
2831,Volvo,XC60,2011,240,8.446,17.83
2832,Volvo,XC60,2011,240,8.446,17.83
